false;Setting the mode to its current value must have no effect on irrigation. ; Users must be able to set the mode. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; The simulation must provide means for controlling the simulation. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; The following data must be displayed for each valve in manual mode: Valve identifer, Valve location 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; The simulation must provide controls to change the simulation speed (that is, speed up or slow down the simulated time). 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; The control panel must have a menu-based textual user interface. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must allow users to set the current time. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must either not allow an invalid time setting or validate the new time setting. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; Users must be able to set the mode. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; The irrigated site must be divided into 1 to 32 irrigation zones. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must detect valve and sensor failures. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; How long the valve has been open 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must allow users to set the current time. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; Users must be able to set the mode. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; The current time consists of the current day and the current time of day. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; AquaLush must either not allow an invalid water allocation setting or validate the new water allocation setting. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; AquaLush must allow users to set the current time. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; AquaLush must provide reports of failed valves and sensors when requested to do so by the user. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; Users must be able to set the mode. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; If AquaLush cannot write to its persistent store, then it must alert the user of the problem and continue operation. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;When all valves in a zone are closed, if the zone allocation is not exhausted, then AquaLush must add the remainder of the zone allocation to the total of the zone allocations of the unirrigated zones ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; If no sensors have failed, then AquaLush must report that there are no sensor failures. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; The simulated time consists of the simulated day and the simulated time of day. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must provide reports of failed valves and sensors when requested to do so by the user. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must allow users to set the current time. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; AquaLush must allow users to set the current time. 
false;If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; How much water has been used 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; Users must be able to set the mode. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; The simulation must provide means for controlling the simulation. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; Each simulated irrigation zone must simulate a sensor and display the simulated sensor's moisture level. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;If a valve can be manipulated within three tries, then AquaLush must ignore the error. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; The irrigated site must be divided into 1 to 32 irrigation zones. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; AquaLush must run in one of two modes: manual or automatic. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; The control panel must have a menu-based textual user interface. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; AquaLush must allow users to set the current time. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; Associated sensor moisture level 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; In automatic-mode operation, AquaLush must begin an irrigation cycle when the current time reaches the irrigation time. 
false;If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; AquaLush must either not allow an invalid water allocation setting or validate the new water allocation setting. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; The simulated time consists of the simulated day and the simulated time of day. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open, how much water it has used 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; If a sensor cannot be read after three tries when AquaLush is irrigating that sensor's zone, then AquaLush must close all valves in that zone and continue the irrigation cycle as if that sensor had indicated that the zone had reached its critical moisture level. 
false;If AquaLush cannot read its persistent store it must alert the user of the problem ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; Users must be able to set the mode. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; The simulated time consists of the simulated day and the simulated time of day. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; AquaLush must display the following data for each manually opened valve while it is open:  its identifier, its location, how long it has been open, how much water it has used, the moisture level reported by its associated sensor 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; If a zone's zone allocation is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; AquaLush must allow operation in either automatic or manual mode. 
false;AquaLush must provide reports of failed valves and sensors when requested to do so by the user. ; AquaLush must allow users to set the current time. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; The simulation must provide controls to change the simulation speed (that is, speed up or slow down the simulated time). 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; The simulation must provide controls to alter the simulated water evaporation rate. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; AquaLush must make no attempt to resume an irrigation operation that may have been in progress when it was shut down. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; The simulation must provide controls to change the simulation speed (that is, speed up or slow down the simulated time). 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; Users must be able to set the mode. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; Every minute, AquaLush must read the zone sensor. 
false;If no valves have failed, then AquaLush must report that there are no valve failures. ; In automatic-mode operation, AquaLush must begin an irrigation cycle when the current time reaches the irrigation time. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; Every minute, AquaLush must read the zone sensor. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; If AquaLush cannot write to its persistent store, then it must alert the user of the problem and continue operation. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; The current time is recorded in the system clock and may be set by the user. it consists of both the current day and the current time of day. 
false;If valves or sensors have failed, then AquaLush must report for each failed valve and sensor:.- The valve or sensor identifier.- The valve or sensor location ; In automatic-mode operation, AquaLush must begin an irrigation cycle when the current time reaches the irrigation time. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must allow the maximum amount of water used in each irrigation cycle, called the water allocation, to be set. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must either not allow an invalid critical moisture level setting or validate the new critical moisture level setting. 
false;Each irrigation zone must have exactly one moisture sensor. ; In automatic-mode operation, AquaLush must begin an irrigation cycle when the current time reaches the irrigation time. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must either not allow an invalid irrigation time setting or validate the new irrigation time setting. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must run in one of two modes: manual or automatic. 
false;Each irrigation zone must have exactly one moisture sensor. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;Each irrigation zone must have exactly one moisture sensor. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must read the working sensor in each zone 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; If a valve cannot be manipulated (opened or closed), then AquaLush must try to manipulate it twice more. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must either not allow an invalid critical moisture level setting or validate the new critical moisture level setting. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; Users must be able to set the mode. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;Each irrigation zone must have 1 to 32 irrigation valves. ; the moisture level reported by its associated sensor 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; AquaLush must display the total water used in manual irrigation. 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location, how long it has been open, how much water it has used 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; AquaLush must run in one of two modes: manual or automatic. 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; Every minute, AquaLush must read the zone sensor. 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; AquaLush must allow users to set the current time. 
false;The zone's critical moisture level must be an integer in the range 0..100 interpreted as a percent of saturation. ; AquaLush must allow users to set the current time. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must display the following data for each manually opened valve while it is open:  its identifier, its location, how long it has been open, how much water it has used, the moisture level reported by its associated sensor 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must either not allow an invalid irrigation time setting or validate the new irrigation time setting. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; Each simulated irrigation zone must simulate a sensor and display the simulated sensor's moisture level. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; If a valve cannot be manipulated after three tries in manual-mode operation, then AquaLush must alert the user that the valve has failed. 
false;A sensor identifier must consist of the letter 'S' (upper- or lowercase) followed by a unique integer in the range 0..999. ; If a zone's critical moisture level is reached, then AquaLush must close all valves in the zone and go to the next zone. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; AquaLush must allow moisture levels that control irrigation, called critical moisture levels, to be set for each irrigation zone. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; AquaLush must allow users to indicate that failed valves and sensors have been repaired. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; After establishing its configuration, AquaLush must read its persistent store to restore its state. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; The Web-based AquaLush simulation must represent all operational and maintenance features of the delivered product. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; AquaLush must either not allow an invalid irrigation time setting or validate the new irrigation time setting. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; AquaLush must either not allow an invalid irrigation time setting or validate the new irrigation time setting. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; If a sensor cannot be read after three tries in manual-mode operation, then AquaLush must alert the user that the sensor has failed. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;A sensor location must be a string of 0 to 24 characters not containing angle brackets. ; AquaLush must assign each zone a zone allocation, which is the valve allocation multiplied by the number of working valves in the zone. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; The irrigation time must specify both the days and the time of day when irrigation is to occur. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; A configuration file must be prepared at installation so that AquaLush can read this file to obtain its configuration at startup. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; If a valve cannot be manipulated (opened or closed), then AquaLush must try to manipulate it twice more. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; AquaLush must record its system parameters in persistent store so that its state can be restored at startup. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; Users must be able to set the mode. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; If a sensor cannot be read, then AquaLush must try to read it twice more. 
false;"The operational status must be a Boolean value interpreted as the truth value of the statement ""This sensor is working."" "; How long the valve has been open 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must detect valve and sensor failures. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; In automatic-mode operation, AquaLush must conduct an irrigation cycle by irrigating one irrigation zone at a time and successively irrigating each zone until all have been irrigated. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must detect valve and sensor failures. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must detect valve and sensor failures. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must detect valve and sensor failures. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must read the working sensor in each zone and place all zones whose sensors are below that zone's critical moisture level on an active zone list. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must detect valve and sensor failures. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; The simulated time consists of the simulated day and the simulated time of day. 
false;A valve identifier must consist of the letter 'V' (upper- or lowercase) followed by a unique integer in the range 0..999. ; AquaLush must allow the days and time of day when irrigation occurs, called the irrigation time, to be set. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; AquaLush must display the following data for each manually opened valve while it is open: its identifier, its location 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; The current time consists of the current day and the current time of day. 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; The following data must be recorded for each valve: Identifier, Type, Location, Flow rate, Operational status 
false;A valve type must be a string of 0 to 16 characters not containing angle brackets. ; AquaLush must allow users to set the current time. 
